year_of_exercise,product_name,product_brand,material_id_code,material_description,business_division,site
2025,Norvelin,Norvelin,MAT-20002,Synthetic Peptide Concentrate,Consumer Healthcare,Rivermill Site
2024,Wintrelis,Wintrelis,MAT-20055,Inbound Air Freight - Temperature Controlled,Vaccines,Bridgeholm Site
2026,Vezanta,Vezanta,MAT-20048,Reusable Shipping Tote,Consumer Healthcare,Bridgeholm Site
2024,Vezanta,Vezanta,MAT-20093,Filling Line Spare Parts,Consumer Healthcare,Ashford Site
2025,Lumivax,Lumivax,MAT-20084,Custom Synthesis Batch,Vaccines,Northfield Site
2026,Ulvatrix,Ulvatrix,MAT-20046,Patient Information Leaflet,Pharmaceuticals,Clearwater Site
2025,Renovex,Renovex,MAT-20080,Pressure-sensitive Label,Consumer Healthcare,Ashford Site
2025,Dermafyx,Dermafyx,MAT-20039,Ethanol (Pharma Grade),Consumer Healthcare,Northfield Site
2026,Calmera,Calmera,MAT-20022,Inbound Air Freight - Temperature Controlled,Vaccines,Ashford Site
2024,Wintrelis,Wintrelis,MAT-20077,HDPE Bottle 100ml,Vaccines,Ashford Site
2024,Xantivo,Xantivo,MAT-20008,Glass Vial 2ml,Pharmaceuticals,Rivermill Site
2026,Mendovia,Mendovia,MAT-20085,Aseptic Fill & Finish Service,Specialty Care,Bridgeholm Site
2024,Ostreva,Ostreva,MAT-20083,Fermentation Batch Service,Specialty Care,Clearwater Site
2025,Pulmatrix,Pulmatrix,MAT-20004,Enteric Coating Blend,Vaccines,Solaris Park Site
2025,Florivex,Florivex,MAT-20054,Inbound Road Freight - Pallet,Specialty Care,Northfield Site
2025,Yenzura,Yenzura,MAT-20129,Pipette Tips (case),Consumer Healthcare,Bridgeholm Site
2025,Glucovex,Glucovex,MAT-20107,Freeze-dried Vaccine Vial,Consumer Healthcare,Fenwick Site
2026,Vezanta,Vezanta,MAT-20048,Reusable Shipping Tote,Consumer Healthcare,Clearwater Site
2025,Lumivax,Lumivax,MAT-20085,Aseptic Fill & Finish Service,Consumer Healthcare,Solaris Park Site
2024,Mendovia,Mendovia,MAT-20100,Recombinant Protein Concentrate,Vaccines,Meadowbrook Site
2025,Florivex,Florivex,MAT-20065,Clinical Trial Kit,Vaccines,Rivermill Site
2026,Pulmatrix,Pulmatrix,MAT-20024,Cold Chain Transport - 2-8C,Consumer Healthcare,Bridgeholm Site
2024,Brenzolix,Brenzolix,MAT-20120,Inbound Road Freight - Pallet,Consumer Healthcare,Clearwater Site
2026,Ostreva,Ostreva,MAT-20126,Filling Line Spare Parts,Vaccines,Northfield Site
2024,Zolvarin,Zolvarin,MAT-20076,Prefilled Syringe 1ml,Vaccines,Bridgeholm Site
2024,Lumivax,Lumivax,MAT-20085,Aseptic Fill & Finish Service,Specialty Care,Eastgate Site
2025,Quilava,Quilava,MAT-20099,Ibuprofen API,Vaccines,Meadowbrook Site
2024,Lumivax,Lumivax,MAT-20013,Patient Information Leaflet,Pharmaceuticals,Eastgate Site
2024,Lumivax,Lumivax,MAT-20013,Patient Information Leaflet,Consumer Healthcare,Clearwater Site
2024,Dermafyx,Dermafyx,MAT-20066,Ibuprofen API,Specialty Care,Solaris Park Site
2026,Advelra,Advelra,MAT-20054,Inbound Road Freight - Pallet,Vaccines,Northfield Site
2025,Vezanta,Vezanta,MAT-20118,Aseptic Fill & Finish Service,Vaccines,Ashford Site
2025,Quilava,Quilava,MAT-20099,Ibuprofen API,Pharmaceuticals,Rivermill Site
2026,Zolvarin,Zolvarin,MAT-20044,HDPE Bottle 250ml,Vaccines,Fenwick Site
2026,Estrivon,Estrivon,MAT-20119,Contract Packaging Service,Specialty Care,Bridgeholm Site
2024,Norvelin,Norvelin,MAT-20040,Water for Injection,Pharmaceuticals,Northfield Site
2024,Pulmatrix,Pulmatrix,MAT-20025,Cold Storage - Warehouse Pallet Slot,Pharmaceuticals,Northfield Site
2026,Estrivon,Estrivon,MAT-20056,Inbound Ocean Freight - Container,Vaccines,Solaris Park Site
2026,Kaldrin,Kaldrin,MAT-20076,Prefilled Syringe 1ml,Specialty Care,Solaris Park Site
2024,Wintrelis,Wintrelis,MAT-20055,Inbound Air Freight - Temperature Controlled,Specialty Care,Ashford Site
2024,Quilava,Quilava,MAT-20013,Patient Information Leaflet,Specialty Care,Rivermill Site
2026,Wintrelis,Wintrelis,MAT-20003,Microcrystalline Cellulose,Pharmaceuticals,Clearwater Site
2026,Mendovia,Mendovia,MAT-20093,Filling Line Spare Parts,Specialty Care,Fenwick Site
2025,Zolvarin,Zolvarin,MAT-20091,Cold Storage - Warehouse Pallet Slot,Specialty Care,Clearwater Site
2024,Kaldrin,Kaldrin,MAT-20035,Synthetic Peptide Concentrate,Specialty Care,Bridgeholm Site
2024,Hemazol,Hemazol,MAT-20049,Stretch Pallet Wrap,Consumer Healthcare,Northfield Site
2026,Advelra,Advelra,MAT-20142,Prefilled Syringe 1ml,Vaccines,Eastgate Site
2024,Kaldrin,Kaldrin,MAT-20138,Isopropyl Alcohol,Specialty Care,Fenwick Site
2025,Glucovex,Glucovex,MAT-20103,Enteric Coating Blend,Vaccines,Eastgate Site
2024,Estrivon,Estrivon,MAT-20017,Fermentation Batch Service,Pharmaceuticals,Meadowbrook Site
2026,Hemazol,Hemazol,MAT-20111,Corrugated Shipping Box,Specialty Care,Northfield Site
2026,Mendovia,Mendovia,MAT-20092,Stainless Steel Reactor Component,Specialty Care,Solaris Park Site
2024,Ostreva,Ostreva,MAT-20083,Fermentation Batch Service,Consumer Healthcare,Ashford Site
2026,Vezanta,Vezanta,MAT-20048,Reusable Shipping Tote,Pharmaceuticals,Fenwick Site
2026,Brenzolix,Brenzolix,MAT-20065,Clinical Trial Kit,Pharmaceuticals,Rivermill Site
2026,Norvelin,Norvelin,MAT-20138,Isopropyl Alcohol,Vaccines,Clearwater Site
2024,Advelra,Advelra,MAT-20088,Inbound Air Freight - Temperature Controlled,Pharmaceuticals,Eastgate Site
2025,Norvelin,Norvelin,MAT-20002,Synthetic Peptide Concentrate,Vaccines,Meadowbrook Site
2025,Pulmatrix,Pulmatrix,MAT-20024,Cold Chain Transport - 2-8C,Vaccines,Solaris Park Site
2025,Lumivax,Lumivax,MAT-20085,Aseptic Fill & Finish Service,Consumer Healthcare,Ashford Site
2026,Calmera,Calmera,MAT-20036,Microcrystalline Cellulose,Pharmaceuticals,Meadowbrook Site
2025,Torvexa,Torvexa,MAT-20028,HPLC Consumable Kit,Pharmaceuticals,Meadowbrook Site
2024,Norvelin,Norvelin,MAT-20008,Glass Vial 2ml,Specialty Care,Clearwater Site
2026,Kaldrin,Kaldrin,MAT-20097,Comparator Drug Batch,Vaccines,Northfield Site
2024,Glucovex,Glucovex,MAT-20015,Corrugated Shipping Case,Vaccines,Clearwater Site
2025,Ostreva,Ostreva,MAT-20027,Filling Line Spare Parts,Vaccines,Meadowbrook Site
2026,Norvelin,Norvelin,MAT-20144,Folding Carton,Consumer Healthcare,Kingsley Site
2026,Florivex,Florivex,MAT-20065,Clinical Trial Kit,Vaccines,Meadowbrook Site
2024,Advelra,Advelra,MAT-20036,Microcrystalline Cellulose,Vaccines,Northfield Site
2025,Sentrivax,Sentrivax,MAT-20045,Corrugated Shipping Box,Pharmaceuticals,Meadowbrook Site
2026,Wintrelis,Wintrelis,MAT-20077,HDPE Bottle 100ml,Pharmaceuticals,Fenwick Site
2026,Calmera,Calmera,MAT-20022,Inbound Air Freight - Temperature Controlled,Consumer Healthcare,Meadowbrook Site
2024,Glucovex,Glucovex,MAT-20015,Corrugated Shipping Case,Pharmaceuticals,Clearwater Site
2024,Vezanta,Vezanta,MAT-20113,Pressure-sensitive Label,Vaccines,Solaris Park Site
2025,Lumivax,Lumivax,MAT-20085,Aseptic Fill & Finish Service,Specialty Care,Kingsley Site
2024,Xantivo,Xantivo,MAT-20148,Stretch Pallet Wrap,Pharmaceuticals,Northfield Site
2026,Brenzolix,Brenzolix,MAT-20065,Clinical Trial Kit,Pharmaceuticals,Bridgeholm Site
2026,Ulvatrix,Ulvatrix,MAT-20112,Patient Information Leaflet,Pharmaceuticals,Bridgeholm Site
2026,Pulmatrix,Pulmatrix,MAT-20059,Stainless Steel Reactor Component,Pharmaceuticals,Meadowbrook Site
2024,Sentrivax,Sentrivax,MAT-20021,Inbound Road Freight - Pallet,Vaccines,Fenwick Site
2025,Xantivo,Xantivo,MAT-20030,Single-use Bioreactor Bag,Consumer Healthcare,Bridgeholm Site
2024,Ulvatrix,Ulvatrix,MAT-20025,Cold Storage - Warehouse Pallet Slot,Pharmaceuticals,Kingsley Site
2024,Yenzura,Yenzura,MAT-20129,Pipette Tips (case),Consumer Healthcare,Solaris Park Site
2025,Vezanta,Vezanta,MAT-20090,Cold Chain Transport - 2-8C,Specialty Care,Rivermill Site
2025,Hemazol,Hemazol,MAT-20056,Inbound Ocean Freight - Container,Vaccines,Bridgeholm Site
2024,Vezanta,Vezanta,MAT-20007,Water for Injection,Pharmaceuticals,Eastgate Site
2026,Estrivon,Estrivon,MAT-20119,Contract Packaging Service,Specialty Care,Bridgeholm Site
2025,Calmera,Calmera,MAT-20018,Custom Synthesis Batch,Consumer Healthcare,Ashford Site
2025,Xantivo,Xantivo,MAT-20054,Inbound Road Freight - Pallet,Pharmaceuticals,Fenwick Site
2024,Xantivo,Xantivo,MAT-20030,Single-use Bioreactor Bag,Pharmaceuticals,Northfield Site
2026,Mendovia,Mendovia,MAT-20020,Contract Packaging Service,Vaccines,Solaris Park Site
2026,Advelra,Advelra,MAT-20146,Pressure-sensitive Label,Specialty Care,Solaris Park Site
2025,Ulvatrix,Ulvatrix,MAT-20025,Cold Storage - Warehouse Pallet Slot,Consumer Healthcare,Eastgate Site
2026,Dermafyx,Dermafyx,MAT-20066,Ibuprofen API,Consumer Healthcare,Eastgate Site
2025,Wintrelis,Wintrelis,MAT-20100,Recombinant Protein Concentrate,Specialty Care,Clearwater Site
2025,Yenzura,Yenzura,MAT-20129,Pipette Tips (case),Pharmaceuticals,Clearwater Site
2025,Quilava,Quilava,MAT-20099,Ibuprofen API,Pharmaceuticals,Bridgeholm Site
2025,Quilava,Quilava,MAT-20099,Ibuprofen API,Vaccines,Bridgeholm Site
2024,Sentrivax,Sentrivax,MAT-20080,Pressure-sensitive Label,Vaccines,Clearwater Site
2026,Sentrivax,Sentrivax,MAT-20112,Patient Information Leaflet,Pharmaceuticals,Rivermill Site
2026,Yenzura,Yenzura,MAT-20018,Custom Synthesis Batch,Vaccines,Ashford Site
2024,Norvelin,Norvelin,MAT-20002,Synthetic Peptide Concentrate,Vaccines,Eastgate Site
2025,Ostreva,Ostreva,MAT-20126,Filling Line Spare Parts,Specialty Care,Bridgeholm Site
2026,Xantivo,Xantivo,MAT-20148,Stretch Pallet Wrap,Vaccines,Ashford Site
2025,Vezanta,Vezanta,MAT-20048,Reusable Shipping Tote,Specialty Care,Fenwick Site
2024,Florivex,Florivex,MAT-20134,Synthetic Peptide Concentrate,Pharmaceuticals,Ashford Site
2026,Kaldrin,Kaldrin,MAT-20035,Synthetic Peptide Concentrate,Vaccines,Fenwick Site
2026,Torvexa,Torvexa,MAT-20002,Synthetic Peptide Concentrate,Vaccines,Fenwick Site
2026,Lumivax,Lumivax,MAT-20114,Reusable Shipping Tote,Specialty Care,Ashford Site
2025,Estrivon,Estrivon,MAT-20056,Inbound Ocean Freight - Container,Specialty Care,Clearwater Site
2024,Kaldrin,Kaldrin,MAT-20035,Synthetic Peptide Concentrate,Vaccines,Bridgeholm Site
2026,Mendovia,Mendovia,MAT-20020,Contract Packaging Service,Pharmaceuticals,Fenwick Site
2024,Advelra,Advelra,MAT-20105,Isopropyl Alcohol,Pharmaceuticals,Ashford Site
2025,Dermafyx,Dermafyx,MAT-20011,HDPE Bottle 100ml,Specialty Care,Bridgeholm Site
2024,Torvexa,Torvexa,MAT-20054,Inbound Road Freight - Pallet,Pharmaceuticals,Eastgate Site
2025,Torvexa,Torvexa,MAT-20081,Corrugated Shipping Case,Consumer Healthcare,Rivermill Site
2026,Sentrivax,Sentrivax,MAT-20144,Folding Carton,Pharmaceuticals,Rivermill Site
2026,Kaldrin,Kaldrin,MAT-20103,Enteric Coating Blend,Pharmaceuticals,Northfield Site
2025,Vezanta,Vezanta,MAT-20113,Pressure-sensitive Label,Pharmaceuticals,Kingsley Site
2025,Florivex,Florivex,MAT-20112,Patient Information Leaflet,Vaccines,Bridgeholm Site
2026,Pulmatrix,Pulmatrix,MAT-20024,Cold Chain Transport - 2-8C,Consumer Healthcare,Ashford Site
2026,Brenzolix,Brenzolix,MAT-20071,Sodium Benzoate,Pharmaceuticals,Eastgate Site
2024,Torvexa,Torvexa,MAT-20015,Corrugated Shipping Case,Pharmaceuticals,Rivermill Site
2024,Yenzura,Yenzura,MAT-20016,Stretch Pallet Wrap,Pharmaceuticals,Rivermill Site
2026,Vezanta,Vezanta,MAT-20090,Cold Chain Transport - 2-8C,Pharmaceuticals,Ashford Site
2024,Immunara,Immunara,MAT-20077,HDPE Bottle 100ml,Pharmaceuticals,Clearwater Site
2026,Wintrelis,Wintrelis,MAT-20055,Inbound Air Freight - Temperature Controlled,Vaccines,Eastgate Site
2024,Florivex,Florivex,MAT-20092,Stainless Steel Reactor Component,Specialty Care,Kingsley Site
2024,Glucovex,Glucovex,MAT-20069,Microcrystalline Cellulose,Pharmaceuticals,Clearwater Site
2024,Florivex,Florivex,MAT-20054,Inbound Road Freight - Pallet,Specialty Care,Solaris Park Site
2024,Advelra,Advelra,MAT-20105,Isopropyl Alcohol,Vaccines,Clearwater Site
2026,Vezanta,Vezanta,MAT-20090,Cold Chain Transport - 2-8C,Vaccines,Meadowbrook Site
2026,Xantivo,Xantivo,MAT-20054,Inbound Road Freight - Pallet,Consumer Healthcare,Solaris Park Site
2026,Quilava,Quilava,MAT-20113,Pressure-sensitive Label,Pharmaceuticals,Fenwick Site
2026,Quilava,Quilava,MAT-20084,Custom Synthesis Batch,Consumer Healthcare,Meadowbrook Site
2026,Norvelin,Norvelin,MAT-20002,Synthetic Peptide Concentrate,Consumer Healthcare,Clearwater Site
2025,Wintrelis,Wintrelis,MAT-20073,Water for Injection,Pharmaceuticals,Clearwater Site
2025,Sentrivax,Sentrivax,MAT-20034,Recombinant Protein Concentrate,Consumer Healthcare,Meadowbrook Site
2025,Immunara,Immunara,MAT-20128,Lab Reagent Kit,Consumer Healthcare,Fenwick Site
2024,Yenzura,Yenzura,MAT-20016,Stretch Pallet Wrap,Specialty Care,Clearwater Site
2026,Sentrivax,Sentrivax,MAT-20080,Pressure-sensitive Label,Consumer Healthcare,Bridgeholm Site
2026,Glucovex,Glucovex,MAT-20069,Microcrystalline Cellulose,Consumer Healthcare,Bridgeholm Site
2025,Glucovex,Glucovex,MAT-20103,Enteric Coating Blend,Vaccines,Fenwick Site
2026,Vezanta,Vezanta,MAT-20090,Cold Chain Transport - 2-8C,Vaccines,Clearwater Site
2024,Quilava,Quilava,MAT-20099,Ibuprofen API,Specialty Care,Meadowbrook Site
2025,Renovex,Renovex,MAT-20103,Enteric Coating Blend,Vaccines,Northfield Site
2025,Wintrelis,Wintrelis,MAT-20003,Microcrystalline Cellulose,Consumer Healthcare,Bridgeholm Site
2024,Quilava,Quilava,MAT-20013,Patient Information Leaflet,Consumer Healthcare,Solaris Park Site
2026,Florivex,Florivex,MAT-20065,Clinical Trial Kit,Vaccines,Meadowbrook Site
2024,Kaldrin,Kaldrin,MAT-20138,Isopropyl Alcohol,Specialty Care,Kingsley Site
2025,Xantivo,Xantivo,MAT-20109,Prefilled Syringe 2.25ml,Pharmaceuticals,Fenwick Site
2026,Advelra,Advelra,MAT-20105,Isopropyl Alcohol,Consumer Healthcare,Northfield Site
2026,Mendovia,Mendovia,MAT-20113,Pressure-sensitive Label,Vaccines,Bridgeholm Site
2025,Immunara,Immunara,MAT-20140,Freeze-dried Vaccine Vial,Vaccines,Northfield Site
2025,Brenzolix,Brenzolix,MAT-20071,Sodium Benzoate,Consumer Healthcare,Eastgate Site
2026,Zolvarin,Zolvarin,MAT-20086,Contract Packaging Service,Pharmaceuticals,Ashford Site
2024,Pulmatrix,Pulmatrix,MAT-20024,Cold Chain Transport - 2-8C,Vaccines,Kingsley Site
2025,Lumivax,Lumivax,MAT-20013,Patient Information Leaflet,Pharmaceuticals,Solaris Park Site
2024,Sentrivax,Sentrivax,MAT-20000,Paracetamol API,Specialty Care,Eastgate Site
2026,Lumivax,Lumivax,MAT-20013,Patient Information Leaflet,Pharmaceuticals,Fenwick Site
2026,Brenzolix,Brenzolix,MAT-20071,Sodium Benzoate,Pharmaceuticals,Meadowbrook Site
2024,Lumivax,Lumivax,MAT-20085,Aseptic Fill & Finish Service,Pharmaceuticals,Meadowbrook Site
2025,Glucovex,Glucovex,MAT-20107,Freeze-dried Vaccine Vial,Pharmaceuticals,Eastgate Site
2026,Pulmatrix,Pulmatrix,MAT-20118,Aseptic Fill & Finish Service,Vaccines,Solaris Park Site
2025,Zolvarin,Zolvarin,MAT-20139,Water for Injection,Vaccines,Rivermill Site
2026,Yenzura,Yenzura,MAT-20129,Pipette Tips (case),Pharmaceuticals,Eastgate Site
2026,Hemazol,Hemazol,MAT-20140,Freeze-dried Vaccine Vial,Pharmaceuticals,Meadowbrook Site
2025,Florivex,Florivex,MAT-20112,Patient Information Leaflet,Vaccines,Ashford Site
2024,Immunara,Immunara,MAT-20077,HDPE Bottle 100ml,Specialty Care,Clearwater Site
2026,Florivex,Florivex,MAT-20112,Patient Information Leaflet,Pharmaceuticals,Northfield Site
2025,Renovex,Renovex,MAT-20068,Synthetic Peptide Concentrate,Vaccines,Bridgeholm Site
2026,Glucovex,Glucovex,MAT-20069,Microcrystalline Cellulose,Consumer Healthcare,Fenwick Site
2025,Kaldrin,Kaldrin,MAT-20058,Cold Storage - Warehouse Pallet Slot,Consumer Healthcare,Clearwater Site
2026,Brenzolix,Brenzolix,MAT-20065,Clinical Trial Kit,Vaccines,Fenwick Site
2024,Dermafyx,Dermafyx,MAT-20039,Ethanol (Pharma Grade),Consumer Healthcare,Fenwick Site
2025,Mendovia,Mendovia,MAT-20100,Recombinant Protein Concentrate,Specialty Care,Northfield Site
2025,Zolvarin,Zolvarin,MAT-20056,Inbound Ocean Freight - Container,Specialty Care,Eastgate Site
2024,Sentrivax,Sentrivax,MAT-20080,Pressure-sensitive Label,Specialty Care,Solaris Park Site
2025,Hemazol,Hemazol,MAT-20049,Stretch Pallet Wrap,Specialty Care,Rivermill Site
2024,Estrivon,Estrivon,MAT-20119,Contract Packaging Service,Consumer Healthcare,Ashford Site
2025,Mendovia,Mendovia,MAT-20012,Folding Carton,Specialty Care,Meadowbrook Site
2024,Dermafyx,Dermafyx,MAT-20039,Ethanol (Pharma Grade),Pharmaceuticals,Bridgeholm Site
2026,Immunara,Immunara,MAT-20138,Isopropyl Alcohol,Specialty Care,Clearwater Site
2024,Florivex,Florivex,MAT-20134,Synthetic Peptide Concentrate,Pharmaceuticals,Clearwater Site
2024,Torvexa,Torvexa,MAT-20002,Synthetic Peptide Concentrate,Specialty Care,Solaris Park Site
2024,Advelra,Advelra,MAT-20142,Prefilled Syringe 1ml,Pharmaceuticals,Clearwater Site
2025,Yenzura,Yenzura,MAT-20129,Pipette Tips (case),Consumer Healthcare,Fenwick Site
2026,Brenzolix,Brenzolix,MAT-20120,Inbound Road Freight - Pallet,Vaccines,Eastgate Site
2026,Wintrelis,Wintrelis,MAT-20077,HDPE Bottle 100ml,Specialty Care,Solaris Park Site
2024,Wintrelis,Wintrelis,MAT-20002,Synthetic Peptide Concentrate,Vaccines,Meadowbrook Site
2026,Hemazol,Hemazol,MAT-20111,Corrugated Shipping Box,Consumer Healthcare,Bridgeholm Site
2024,Mendovia,Mendovia,MAT-20092,Stainless Steel Reactor Component,Vaccines,Northfield Site
2025,Estrivon,Estrivon,MAT-20017,Fermentation Batch Service,Vaccines,Clearwater Site
2025,Kaldrin,Kaldrin,MAT-20058,Cold Storage - Warehouse Pallet Slot,Vaccines,Bridgeholm Site
2026,Florivex,Florivex,MAT-20092,Stainless Steel Reactor Component,Pharmaceuticals,Solaris Park Site
2024,Immunara,Immunara,MAT-20140,Freeze-dried Vaccine Vial,Consumer Healthcare,Fenwick Site
2025,Pulmatrix,Pulmatrix,MAT-20024,Cold Chain Transport - 2-8C,Vaccines,Kingsley Site
2024,Ulvatrix,Ulvatrix,MAT-20088,Inbound Air Freight - Temperature Controlled,Consumer Healthcare,Meadowbrook Site
2024,Torvexa,Torvexa,MAT-20012,Folding Carton,Consumer Healthcare,Solaris Park Site
2026,Calmera,Calmera,MAT-20121,Inbound Air Freight - Temperature Controlled,Consumer Healthcare,Solaris Park Site
2026,Ostreva,Ostreva,MAT-20010,Prefilled Syringe 1ml,Vaccines,Rivermill Site
2026,Brenzolix,Brenzolix,MAT-20071,Sodium Benzoate,Specialty Care,Ashford Site
2026,Dermafyx,Dermafyx,MAT-20066,Ibuprofen API,Consumer Healthcare,Northfield Site
2024,Ostreva,Ostreva,MAT-20007,Water for Injection,Pharmaceuticals,Ashford Site
2024,Ulvatrix,Ulvatrix,MAT-20072,Ethanol (Pharma Grade),Consumer Healthcare,Rivermill Site
2024,Pulmatrix,Pulmatrix,MAT-20025,Cold Storage - Warehouse Pallet Slot,Pharmaceuticals,Clearwater Site
2026,Estrivon,Estrivon,MAT-20017,Fermentation Batch Service,Pharmaceuticals,Northfield Site
2026,Yenzura,Yenzura,MAT-20018,Custom Synthesis Batch,Vaccines,Kingsley Site
2024,Estrivon,Estrivon,MAT-20143,HDPE Bottle 250ml,Vaccines,Clearwater Site
2024,Torvexa,Torvexa,MAT-20020,Contract Packaging Service,Specialty Care,Solaris Park Site
2025,Wintrelis,Wintrelis,MAT-20077,HDPE Bottle 100ml,Specialty Care,Rivermill Site
2024,Zolvarin,Zolvarin,MAT-20139,Water for Injection,Vaccines,Kingsley Site
2026,Renovex,Renovex,MAT-20068,Synthetic Peptide Concentrate,Specialty Care,Northfield Site
2026,Pulmatrix,Pulmatrix,MAT-20118,Aseptic Fill & Finish Service,Consumer Healthcare,Kingsley Site
2026,Yenzura,Yenzura,MAT-20129,Pipette Tips (case),Consumer Healthcare,Solaris Park Site
2025,Brenzolix,Brenzolix,MAT-20120,Inbound Road Freight - Pallet,Consumer Healthcare,Northfield Site
2024,Advelra,Advelra,MAT-20036,Microcrystalline Cellulose,Vaccines,Clearwater Site
2026,Yenzura,Yenzura,MAT-20072,Ethanol (Pharma Grade),Specialty Care,Bridgeholm Site
2024,Ulvatrix,Ulvatrix,MAT-20112,Patient Information Leaflet,Consumer Healthcare,Fenwick Site
2024,Brenzolix,Brenzolix,MAT-20105,Isopropyl Alcohol,Consumer Healthcare,Bridgeholm Site
2025,Norvelin,Norvelin,MAT-20138,Isopropyl Alcohol,Specialty Care,Northfield Site
2026,Hemazol,Hemazol,MAT-20111,Corrugated Shipping Box,Consumer Healthcare,Northfield Site
2026,Ulvatrix,Ulvatrix,MAT-20112,Patient Information Leaflet,Consumer Healthcare,Clearwater Site
2026,Wintrelis,Wintrelis,MAT-20003,Microcrystalline Cellulose,Consumer Healthcare,Meadowbrook Site
2024,Vezanta,Vezanta,MAT-20007,Water for Injection,Vaccines,Solaris Park Site
2026,Ostreva,Ostreva,MAT-20079,Patient Information Leaflet,Pharmaceuticals,Northfield Site
2024,Calmera,Calmera,MAT-20054,Inbound Road Freight - Pallet,Vaccines,Ashford Site
2024,Florivex,Florivex,MAT-20054,Inbound Road Freight - Pallet,Consumer Healthcare,Rivermill Site
2024,Hemazol,Hemazol,MAT-20049,Stretch Pallet Wrap,Specialty Care,Northfield Site
2026,Dermafyx,Dermafyx,MAT-20011,HDPE Bottle 100ml,Vaccines,Eastgate Site
2024,Advelra,Advelra,MAT-20119,Contract Packaging Service,Vaccines,Fenwick Site
2024,Hemazol,Hemazol,MAT-20111,Corrugated Shipping Box,Vaccines,Rivermill Site
2026,Zolvarin,Zolvarin,MAT-20091,Cold Storage - Warehouse Pallet Slot,Pharmaceuticals,Clearwater Site
2025,Hemazol,Hemazol,MAT-20111,Corrugated Shipping Box,Vaccines,Bridgeholm Site
2026,Torvexa,Torvexa,MAT-20002,Synthetic Peptide Concentrate,Specialty Care,Solaris Park Site
2025,Yenzura,Yenzura,MAT-20129,Pipette Tips (case),Specialty Care,Bridgeholm Site
2026,Torvexa,Torvexa,MAT-20012,Folding Carton,Specialty Care,Clearwater Site
2024,Quilava,Quilava,MAT-20084,Custom Synthesis Batch,Pharmaceuticals,Northfield Site
2024,Mendovia,Mendovia,MAT-20070,Film Coating Powder,Consumer Healthcare,Rivermill Site
2024,Zolvarin,Zolvarin,MAT-20088,Inbound Air Freight - Temperature Controlled,Pharmaceuticals,Ashford Site
2025,Dermafyx,Dermafyx,MAT-20085,Aseptic Fill & Finish Service,Consumer Healthcare,Bridgeholm Site
2024,Mendovia,Mendovia,MAT-20020,Contract Packaging Service,Consumer Healthcare,Rivermill Site
2024,Florivex,Florivex,MAT-20065,Clinical Trial Kit,Pharmaceuticals,Bridgeholm Site
2024,Mendovia,Mendovia,MAT-20070,Film Coating Powder,Pharmaceuticals,Kingsley Site
2026,Immunara,Immunara,MAT-20049,Stretch Pallet Wrap,Consumer Healthcare,Meadowbrook Site
2025,Mendovia,Mendovia,MAT-20093,Filling Line Spare Parts,Specialty Care,Eastgate Site
2025,Ulvatrix,Ulvatrix,MAT-20008,Glass Vial 2ml,Consumer Healthcare,Clearwater Site
2026,Dermafyx,Dermafyx,MAT-20085,Aseptic Fill & Finish Service,Specialty Care,Clearwater Site
2024,Quilava,Quilava,MAT-20075,PVC Blister Pack,Specialty Care,Ashford Site
2026,Yenzura,Yenzura,MAT-20129,Pipette Tips (case),Specialty Care,Eastgate Site
2024,Ostreva,Ostreva,MAT-20079,Patient Information Leaflet,Consumer Healthcare,Clearwater Site
2024,Dermafyx,Dermafyx,MAT-20039,Ethanol (Pharma Grade),Specialty Care,Ashford Site
2024,Sentrivax,Sentrivax,MAT-20045,Corrugated Shipping Box,Consumer Healthcare,Fenwick Site
2024,Quilava,Quilava,MAT-20099,Ibuprofen API,Pharmaceuticals,Solaris Park Site
2026,Sentrivax,Sentrivax,MAT-20144,Folding Carton,Consumer Healthcare,Northfield Site
2026,Florivex,Florivex,MAT-20092,Stainless Steel Reactor Component,Vaccines,Meadowbrook Site
2025,Wintrelis,Wintrelis,MAT-20012,Folding Carton,Consumer Healthcare,Meadowbrook Site
2025,Norvelin,Norvelin,MAT-20052,Aseptic Fill & Finish Service,Specialty Care,Clearwater Site
2026,Glucovex,Glucovex,MAT-20107,Freeze-dried Vaccine Vial,Pharmaceuticals,Meadowbrook Site
2024,Wintrelis,Wintrelis,MAT-20012,Folding Carton,Specialty Care,Clearwater Site
2024,Zolvarin,Zolvarin,MAT-20044,HDPE Bottle 250ml,Vaccines,Rivermill Site
2024,Mendovia,Mendovia,MAT-20092,Stainless Steel Reactor Component,Vaccines,Rivermill Site
2025,Ulvatrix,Ulvatrix,MAT-20126,Filling Line Spare Parts,Specialty Care,Solaris Park Site
2025,Ostreva,Ostreva,MAT-20126,Filling Line Spare Parts,Pharmaceuticals,Meadowbrook Site
2025,Norvelin,Norvelin,MAT-20046,Patient Information Leaflet,Specialty Care,Kingsley Site
2025,Renovex,Renovex,MAT-20045,Corrugated Shipping Box,Vaccines,Clearwater Site
2026,Sentrivax,Sentrivax,MAT-20034,Recombinant Protein Concentrate,Pharmaceuticals,Northfield Site
2026,Immunara,Immunara,MAT-20128,Lab Reagent Kit,Specialty Care,Kingsley Site
2024,Vezanta,Vezanta,MAT-20090,Cold Chain Transport - 2-8C,Vaccines,Rivermill Site
